price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,preco_area_construida,valores_discretizados
235000,3,1.0,1330,45738,2.0,0,2,6,1330,0,1967,0,176.6917293,0
336000,3,2.25,2760,10160,1.0,0,3,8,2760,0,1969,0,121.7391304,0
285000,4,2.5,1870,8190,1.0,0,3,7,1100,770,1977,0,152.4064171,0
441000,3,2.5,2740,7923,2.0,0,3,9,2740,0,1998,0,160.9489051,2
272000,4,2.0,1780,19843,1.0,0,3,7,1780,0,1963,0,152.8089888,0
320000,3,2.25,1880,7350,1.0,0,3,8,1390,490,1984,0,170.212766,0
589950,5,3.0,2790,19439,1.0,3,5,7,1500,1290,1973,0,211.4516129,2
300000,3,2.25,1780,10395,1.0,0,3,8,1780,0,1967,0,168.5393258,0
300000,3,1.75,1810,21138,1.0,0,4,7,1240,570,1977,0,165.7458564,0
175000,3,1.0,1280,7572,1.0,0,4,6,1280,0,1958,0,136.71875,0
289000,3,1.5,1970,22486,1.0,0,4,6,1970,0,1968,0,146.7005076,0
287000,5,1.5,1730,9230,1.0,0,3,7,1010,720,1962,0,165.8959538,0
365000,3,2.5,2640,6715,2.0,0,3,8,1680,960,1991,0,138.2575758,0
144000,3,1.0,1250,8314,1.0,0,3,6,1250,0,1958,0,115.2,0
340000,3,2.25,1900,8125,1.0,0,3,7,1540,360,1969,0,178.9473684,0
410000,5,2.75,2910,16410,1.5,0,4,8,2910,0,1967,0,140.8934708,2
225000,3,2.0,1400,7384,1.0,0,3,7,1150,250,1979,0,160.7142857,0
295000,3,2.0,1400,7384,1.0,0,3,7,1150,250,1979,0,210.7142857,0
370000,4,2.5,2130,4750,2.0,0,3,8,2130,0,2009,0,173.7089202,2
326000,3,2.75,1720,28000,1.0,0,4,7,1720,0,1958,0,189.5348837,0
340000,3,2.75,1720,28000,1.0,0,4,7,1720,0,1958,0,197.6744186,0
265000,3,2.25,1750,9298,1.0,0,4,7,1410,340,1969,0,151.4285714,0
525000,4,2.5,2840,4750,2.0,0,3,9,2840,0,2002,0,184.8591549,2
279000,4,2.0,1560,7569,1.5,0,4,7,1560,0,1966,0,178.8461538,0
320000,3,1.75,2000,9760,1.0,0,4,8,1400,600,1978,0,160.0,0
299000,3,2.5,1850,4600,2.0,0,3,7,1850,0,2005,0,161.6216216,0
435000,4,2.0,1960,50112,1.0,0,4,7,1050,910,1963,0,221.9387755,2
315000,3,1.75,1340,12800,1.0,0,3,7,880,460,1981,0,235.0746269,0
320000,4,2.75,2110,13260,1.0,0,4,7,1290,820,1979,0,151.6587678,0
225000,3,1.0,990,8012,1.0,0,4,7,990,0,1966,0,227.2727273,0
328000,4,1.75,1990,7194,1.0,0,4,8,1400,590,1978,0,164.8241206,0
249950,3,1.0,1370,11658,1.0,0,4,6,1370,0,1958,0,182.4452555,0
475000,4,2.5,3740,8700,1.0,0,3,10,2260,1480,2004,0,127.0053476,2
436500,4,2.5,2290,11173,2.0,0,4,8,2290,0,1988,0,190.6113537,2
358000,5,2.5,2390,8775,1.0,0,4,7,1270,1120,1980,0,149.790795,0
300000,4,2.25,2080,7700,1.0,0,3,7,1450,630,1968,0,144.2307692,0
325000,3,2.75,2200,7000,1.0,0,4,7,1280,920,1977,0,147.7272727,0
348000,4,2.5,2720,7697,1.0,0,4,8,2120,600,1987,0,127.9411765,0
299000,2,1.75,1270,7800,1.0,0,4,7,890,380,1981,0,235.4330709,0
415000,3,1.75,2410,8944,1.0,0,4,8,1860,550,1967,0,172.1991701,2
231000,4,2.0,1530,6375,2.0,0,3,7,1530,0,1942,1983,150.9803922,0
258900,3,2.25,1400,10436,1.0,0,4,7,1040,360,1985,0,184.9285714,0
419950,3,1.75,1770,16909,1.0,0,5,8,1770,0,1977,0,237.259887,2
190000,1,0.75,780,77603,1.0,0,1,5,780,0,1945,0,243.5897436,0
151600,2,1.0,1060,16988,1.0,0,3,6,1060,0,1954,0,143.0188679,0
323000,4,2.75,1970,7213,1.0,0,3,8,1170,800,1977,0,163.9593909,0
150000,2,1.0,790,7275,1.0,0,4,6,790,0,1944,0,189.8734177,0
371000,3,1.75,1970,9512,1.0,0,3,8,1970,0,1968,0,188.3248731,2
279950,3,1.75,1660,8303,1.0,0,3,7,1380,280,1974,0,168.6445783,0
360000,3,2.5,2150,14092,2.0,0,3,8,2150,0,1991,0,167.4418605,0
440000,4,2.5,2410,7517,2.0,0,3,8,2410,0,1983,0,182.5726141,2
432000,4,3.25,2820,13059,2.0,0,4,8,2820,0,1976,0,153.1914894,2
335000,3,2.5,1940,4927,2.0,0,3,8,1940,0,2004,0,172.6804124,0
349950,4,2.5,2000,5006,2.0,0,3,7,2000,0,2005,0,174.975,0
333000,4,2.5,2100,7208,2.0,0,3,8,2100,0,1974,0,158.5714286,0
420000,5,2.75,2540,27007,1.0,0,3,8,1520,1020,1980,2014,165.3543307,2
336500,4,1.75,1760,7268,1.0,0,4,7,1080,680,1979,0,191.1931818,0
544800,5,2.75,3190,5857,2.0,0,3,9,3190,0,2004,0,170.7836991,2
355000,4,2.5,1780,15000,2.0,0,2,7,1780,0,1993,0,199.4382022,0
180000,2,1.0,800,9450,1.0,0,3,6,800,0,1958,0,225.0,0
320000,4,1.75,1820,7381,1.0,0,5,7,1150,670,1962,0,175.8241758,0
782000,4,3.5,5270,53428,2.0,0,3,10,3440,1830,2004,0,148.3870968,1
239950,3,1.0,1140,8366,1.0,0,5,6,1140,0,1943,0,210.4824561,0
332000,3,2.25,2270,8876,1.0,0,3,7,1380,890,1977,0,146.2555066,0
360000,4,2.25,2470,8686,1.0,0,4,7,1270,1200,1974,0,145.7489879,0
305100,3,2.0,1590,35988,1.0,0,4,8,1590,0,1974,0,191.8867925,0
279000,4,2.0,2200,7700,1.0,0,3,7,1100,1100,1979,0,126.8181818,0
408000,3,1.75,1600,313672,1.0,0,4,7,1600,0,1960,0,255.0,2
345000,4,2.5,2331,3826,2.0,0,3,8,2331,0,2007,0,148.005148,0
340000,3,2.5,2480,6112,2.0,0,3,7,2480,0,2004,0,137.0967742,0
230000,3,1.0,1640,7187,1.0,0,3,7,1640,0,1966,0,140.2439024,0
429000,3,2.0,1700,52826,1.0,0,3,7,1700,0,1991,0,252.3529412,2
300000,4,2.25,1740,9613,2.0,0,5,8,1740,0,1989,0,172.4137931,0
144000,3,1.0,980,6800,1.0,0,3,6,980,0,1946,0,146.9387755,0
379000,4,2.75,2410,5225,2.0,0,3,8,2410,0,2001,0,157.2614108,2
400000,5,2.75,2470,19200,1.0,0,5,8,1250,1220,1977,0,161.9433198,2
317500,6,1.75,2540,8400,1.0,0,3,8,1340,1200,1977,0,125.0,0
329950,4,1.75,1740,7208,1.5,0,3,8,1740,0,1976,0,189.6264368,0
678500,4,3.0,2620,214750,2.0,0,3,8,2620,0,1992,0,258.9694656,1
420000,3,3.0,2700,47050,2.0,0,4,9,1570,1130,1986,0,155.5555556,2
390000,3,2.25,2420,31497,1.0,0,4,8,1750,670,1964,0,161.1570248,2
479950,4,2.25,2570,11070,2.0,0,4,8,2570,0,1966,0,186.7509728,2
392000,4,2.25,2360,7733,2.0,0,3,8,2360,0,1983,0,166.1016949,2
475000,5,2.75,3080,6600,2.0,0,3,9,3080,0,2002,0,154.2207792,2
296000,3,1.75,1360,10742,1.0,0,5,7,960,400,1971,0,217.6470588,0
349000,3,1.75,1740,7682,1.0,0,3,8,1330,410,1978,0,200.5747126,0
348000,4,2.5,2070,3808,2.0,0,3,8,2070,0,2003,0,168.115942,0
246000,4,1.75,1720,7455,1.0,0,4,7,1020,700,1963,0,143.0232558,0
299950,3,1.75,1980,11274,1.0,0,4,7,1480,500,1968,0,151.489899,0
137124,3,1.0,960,27442,1.0,0,4,6,960,0,1970,0,142.8375,0
311000,4,2.5,1780,5822,2.0,0,3,7,1780,0,2001,0,174.7191011,0
275000,3,1.5,1240,9125,1.0,0,4,7,1240,0,1967,0,221.7741935,0
397500,3,2.0,2130,8225,1.0,0,4,8,2130,0,1987,0,186.6197183,2
291600,3,1.75,1630,7480,1.0,0,3,7,1330,300,1979,0,178.8957055,0
439000,4,2.5,2690,9551,2.0,0,3,9,2690,0,1992,0,163.197026,2
365000,4,2.5,2140,7350,2.0,0,3,8,2140,0,1985,0,170.5607477,0
335000,4,2.75,2540,7210,1.0,0,4,7,1600,940,1979,0,131.8897638,0
305000,3,1.75,1610,12247,1.0,0,3,8,1610,0,1981,0,189.4409938,0
325000,4,2.0,1780,10622,1.0,0,4,7,900,880,1976,0,182.5842697,0
485000,4,3.0,3110,18843,2.0,0,3,9,3110,0,1995,0,155.9485531,2
254000,3,1.0,1160,7560,1.0,0,4,6,1160,0,1958,0,218.9655172,0
260000,4,2.5,2110,8990,2.0,0,3,8,2110,0,1977,0,123.2227488,0
312500,4,2.5,2500,11983,1.0,0,3,7,1320,1180,1984,2008,125.0,0
290000,3,2.5,2020,4861,2.0,0,3,7,2020,0,2005,0,143.5643564,0
348000,3,1.75,1720,8867,1.0,0,3,8,1320,400,1985,0,202.3255814,0
230000,2,1.0,1080,9435,1.0,0,3,6,1080,0,1958,0,212.962963,0
343888,4,2.5,2060,5607,2.0,0,3,7,2060,0,2002,0,166.9359223,0
95000,2,1.0,1070,20450,1.0,0,2,6,1070,0,1948,0,88.78504673,0
362500,3,2.0,1940,40588,1.0,0,3,7,1940,0,2000,0,186.8556701,0
278000,3,2.25,1590,9425,1.0,0,3,7,1170,420,1985,0,174.8427673,0
375000,5,3.0,2680,8410,2.0,0,3,8,1810,870,1990,0,139.9253731,2
317000,3,1.75,1530,7650,1.0,0,4,8,1530,0,1977,0,207.1895425,0
495000,4,2.5,2400,11640,1.0,0,5,8,1800,600,1968,0,206.25,2
316000,5,2.5,2600,4641,2.0,0,3,7,2600,0,2005,0,121.5384615,0
460000,4,2.5,2620,8331,2.0,0,3,9,2620,0,1991,0,175.5725191,2
390000,3,2.25,1820,7420,2.0,0,4,8,1820,0,1983,0,214.2857143,2
215000,3,1.0,1060,7900,1.0,0,3,7,1060,0,1961,2001,202.8301887,0
315000,3,2.0,1500,7828,1.0,0,4,7,1500,0,1967,0,210.0,0
300000,3,1.75,1210,7000,1.0,0,3,7,1210,0,1975,0,247.9338843,0
378000,3,2.5,2130,8404,2.0,0,3,8,2130,0,1991,0,177.4647887,2
229950,3,2.0,1410,7466,1.0,0,3,7,1410,0,1983,0,163.0851064,0
260000,4,1.0,1740,8100,1.0,0,4,7,1020,720,1962,0,149.4252874,0
270000,3,2.25,1500,7410,1.0,0,4,7,1500,0,1973,0,180.0,0
379900,3,2.0,3110,44967,2.0,0,3,9,3020,90,1999,0,122.1543408,2
230000,2,1.0,800,17965,1.0,0,4,5,800,0,1942,0,287.5,0
387500,4,2.5,3190,9856,2.0,0,3,8,3190,0,1979,0,121.4733542,2
460000,5,2.5,3390,9760,1.0,0,5,8,1750,1640,1978,0,135.6932153,2
395000,4,2.75,2640,35070,1.5,0,3,8,2640,0,1963,0,149.6212121,2
400000,6,2.5,3060,17112,1.0,0,4,8,1530,1530,1967,0,130.7189542,2
289000,4,2.25,1930,8925,1.0,0,4,8,1930,0,1974,0,149.7409326,0
289900,3,1.75,1220,7004,1.0,0,5,7,1220,0,1966,0,237.6229508,0
335500,5,3.0,2240,19090,1.0,0,4,8,1700,540,1968,0,149.7767857,0
374900,3,2.5,2480,4950,2.0,0,3,7,2480,0,2004,0,151.1693548,2
455000,4,1.75,2050,94525,1.0,0,4,7,1250,800,1959,0,221.9512195,2
319950,4,1.75,2310,8045,1.0,0,4,7,1650,660,1976,0,138.5064935,0
320000,4,1.5,2020,8474,1.0,0,5,7,1010,1010,1962,0,158.4158416,0
400000,6,2.0,2320,210830,2.0,0,4,8,2320,0,1962,0,172.4137931,2
400000,3,2.5,2080,7877,2.0,0,3,9,2080,0,1987,0,192.3076923,2
525000,4,2.5,3670,9958,2.0,0,3,10,3670,0,2005,0,143.0517711,2
225000,3,1.0,1410,7700,1.0,0,3,7,980,430,1962,0,159.5744681,0
255000,3,1.5,1060,9039,1.0,0,3,7,1060,0,1973,2013,240.5660377,0
215000,5,1.5,1980,7958,1.5,0,3,7,1980,0,1962,0,108.5858586,0
162248,2,1.0,800,8960,1.0,0,4,6,800,0,1944,0,202.81,0
380000,3,2.5,2390,8102,2.0,0,4,8,2390,0,1986,0,158.9958159,2
344950,3,1.75,1870,7500,1.0,0,5,8,1320,550,1978,0,184.4652406,0
325000,3,2.25,2480,8755,2.0,0,3,8,2480,0,1979,0,131.0483871,0
412000,3,2.5,2210,7000,2.0,0,4,8,2210,0,1985,0,186.4253394,2
290000,4,2.5,2050,9015,2.0,0,4,7,2050,0,1973,0,141.4634146,0
449950,4,2.25,3490,8400,1.5,0,4,8,3490,0,1976,0,128.9255014,2
360000,4,3.0,2580,6740,2.0,0,3,8,2580,0,1999,0,139.5348837,0
320000,3,1.75,1510,30185,1.5,0,3,7,1510,0,1976,0,211.9205298,0
291970,1,1.0,680,21727,1.0,0,3,5,680,0,1952,1995,429.3676471,0
315000,4,2.25,1880,9163,2.0,0,3,8,1880,0,1981,0,167.5531915,0
335000,5,3.0,2660,7700,1.5,0,4,7,1670,990,1962,0,125.9398496,0
302200,4,1.5,1730,10396,1.0,0,3,7,1730,0,1964,0,174.6820809,0
374950,4,1.75,1660,8160,1.0,0,3,8,1660,0,1974,0,225.873494,2
317000,3,2.0,1790,8228,1.0,0,3,7,1390,400,1980,0,177.0949721,0
242500,3,1.0,940,7380,1.0,0,3,6,940,0,1959,0,257.9787234,0
330000,4,2.25,2430,7490,2.0,0,3,8,2430,0,1983,0,135.8024691,0
255000,3,1.5,1240,8528,1.0,0,4,7,1240,0,1967,0,205.6451613,0
365000,3,2.25,2290,7350,2.0,0,3,8,2290,0,1988,0,159.3886463,0
438800,4,2.5,2770,4432,2.0,0,3,9,2770,0,2004,0,158.4115523,2
600000,4,3.5,4300,70407,2.0,0,3,10,2710,1590,1992,0,139.5348837,2
381000,4,2.5,2130,6003,2.0,0,3,8,2130,0,2003,0,178.8732394,2
252500,2,1.5,1280,8710,1.0,0,3,7,1280,0,1967,0,197.265625,0
380000,4,2.25,1860,7980,1.0,0,4,8,1860,0,1966,0,204.3010753,2
363000,4,3.0,2250,12142,2.0,0,3,8,2250,0,1986,0,161.3333333,0
260000,3,2.5,1850,7875,1.0,0,3,7,1250,600,1968,0,140.5405405,0
384200,3,2.5,2430,7613,2.0,0,4,8,2430,0,1986,0,158.1069959,2
230000,3,1.0,1020,12289,1.0,0,4,7,1020,0,1967,0,225.4901961,0
249000,4,2.0,1280,7560,1.0,0,5,6,1280,0,1959,0,194.53125,0
716500,5,2.75,3630,38461,2.0,0,3,11,3630,0,2000,0,197.3829201,1
450000,5,2.5,2850,209523,1.0,0,4,7,1930,920,1925,1968,157.8947368,2
280000,3,1.75,1360,6603,1.0,0,4,7,1360,0,1981,0,205.8823529,0
479950,3,2.5,2780,6000,2.0,0,3,9,2780,0,2004,0,172.6438849,2
315000,3,2.25,1530,7906,1.0,0,3,7,1150,380,1980,0,205.8823529,0
300000,5,2.5,2093,10350,1.5,0,5,7,2093,0,1963,0,143.3349259,0
325000,4,2.5,2280,9899,2.0,0,3,8,2280,0,1987,0,142.5438596,0
199000,2,1.0,720,7200,1.0,0,5,6,720,0,1943,0,276.3888889,0
435000,4,2.5,2940,7590,2.0,0,3,9,2940,0,1991,0,147.9591837,2
838000,3,3.75,2930,150945,2.0,0,3,8,2930,0,1972,2000,286.0068259,1
197000,4,2.25,1790,13200,1.0,0,3,7,1220,570,1979,0,110.0558659,0
339950,3,2.25,1630,12295,2.0,0,4,7,1630,0,1985,0,208.5582822,0
590000,4,3.5,3450,6873,2.0,0,3,10,2750,700,2004,0,171.0144928,2
